page,video_number,ground_truth_index,generated_index,relevance_score,correct_answer_matching_score,distractor_plausibility_score,clarity_and_readability_score,total_score
39,1,1,1,0.8,0.6667,0.5,0.9,0.7167
39,1,2,2,0.8,0.8,0.6,0.9,0.775
39,1,3,6,0.9,1.0,0.8,0.9,0.9
39,1,4,5,1.0,1.0,0.8,1.0,0.95
39,1,5,6,0.9,1.0,0.8,0.9,0.9
39,2,1,7,0.8,0.6667,0.75,0.9,0.7792
39,2,2,7,0.4,0.0,0.8,0.9,0.525
39,2,3,9,0.8,1.0,0.8,0.9,0.875
39,2,4,9,0.6,0.0,0.8,0.9,0.575
39,3,1,2,0.0,0.0,0.75,1.0,0.4375
39,3,2,5,0.8,1.0,0.9,1.0,0.925
39,3,3,6,0.8,0.8,0.6,0.9,0.775
39,4,1,2,0.5,0.0,0.75,0.9,0.5375
39,4,2,6,0.6,0.0,0.8,0.9,0.575
39,4,3,10,0.9,0.8,0.7,0.9,0.825
39,4,4,5,0.8,0.8,0.9,0.9,0.85
39,4,5,9,0.2,0.0,0.8,0.9,0.475
39,5,1,2,0.6,0.0,0.8,0.9,0.575
39,5,2,4,0.9,1.0,0.8,0.9,0.85
39,5,3,7,0.8,0.8,0.9,0.9,0.85
39,6,1,2,0.2,0.0,0.8,0.9,0.475
39,6,2,6,0.8,0.0,0.8,1.0,0.65
39,6,3,3,0.6,0.0,0.8,0.9,0.575
39,6,4,8,0.2,0.0,0.8,0.9,0.475
39,6,5,3,0.8,0.8,0.6,0.9,0.775
39,7,1,1,0.9,1.0,0.8,0.9,0.85
39,7,2,9,0.6,0.0,0.8,0.9,0.575
39,7,3,9,0.9,1.0,0.8,0.9,0.85
39,7,4,10,0.8,0.0,0.8,0.9,0.625
39,7,5,1,0.9,1.0,0.8,0.9,0.85
39,7,6,9,0.6,0.0,0.8,0.9,0.575
39,7,7,9,0.9,1.0,0.8,0.9,0.9
39,7,8,10,0.8,0.0,0.8,0.9,0.625
39,8,1,2,0.9,1.0,0.8,0.95,0.9125
39,8,2,5,0.6,0.5,0.8,0.9,0.7
39,9,1,3,0.9,1.0,0.8,0.9,0.9
39,9,2,3,0.8,0.0,0.6,0.9,0.575
39,9,3,3,0.8,0.0,0.6,1.0,0.6
39,9,4,3,0.6,0.0,0.8,1.0,0.6
39,9,5,7,0.6,0.0,0.8,0.9,0.575
39,9,6,8,0.8,0.0,0.8,0.9,0.625
39,10,1,2,0.6,0.0,0.8,0.9,0.575
39,10,2,3,0.9,0.8,0.7,0.9,0.825
39,10,3,7,0.6,0.0,0.8,0.9,0.575
39,10,4,2,0.6,0.0,0.8,0.9,0.575
39,10,5,2,0.6,0.0,0.8,0.9,0.575
39,10,6,7,0.9,0.8,0.6,0.9,0.8
39,12,1,6,0.2,0.0,0.8,0.9,0.475
39,12,2,9,0.8,1.0,0.6,0.9,0.825
39,12,3,4,0.9,1.0,0.8,0.9,0.9
39,12,4,2,0.9,1.0,0.8,0.9,0.9
39,12,5,7,0.9,0.8,0.7,0.8,0.8
39,13,1,1,0.2,0.0,0.8,0.9,0.475
39,13,2,1,0.9,1.0,0.8,0.9,0.9
39,13,3,2,0.9,0.9,0.8,0.9,0.875
39,13,4,1,0.2,0.0,0.8,0.9,0.475
39,13,5,1,0.9,1.0,0.8,0.9,0.9
39,13,6,2,0.9,0.9,0.8,0.9,0.875
39,14,1,5,0.8,1.0,0.8,0.9,0.875
39,14,2,5,0.6,0.0,0.8,0.9,0.575
39,14,3,2,0.9,1.0,0.8,0.9,0.9
39,14,4,4,1.0,1.0,0.8,1.0,0.95
39,15,1,7,0.8,1.0,0.6,0.9,0.825
39,15,2,3,0.8,1.0,0.8,1.0,0.9
39,15,3,7,0.8,0.8,0.6,0.9,0.775
39,15,4,3,0.9,1.0,0.8,0.9,0.9
39,15,5,6,0.9,1.0,0.8,0.95,0.9125
39,16,1,5,0.6,0.0,0.8,0.9,0.575
39,16,2,9,0.8,0.8,0.6,0.9,0.775
39,16,3,5,0.6,0.0,0.8,0.9,0.575
39,16,4,9,0.8,0.8,0.6,0.9,0.775
39,17,1,5,0.8,0.0,0.8,0.9,0.625
39,17,2,3,0.8,0.8,0.9,0.9,0.85
39,17,3,5,0.6,0.5,0.8,0.9,0.7
39,17,4,3,0.9,1.0,0.8,0.9,0.9
39,17,5,1,0.8,0.5,0.6,0.9,0.7
39,18,1,7,0.9,1.0,0.8,0.9,0.9
39,18,2,2,0.6,0.0,0.8,0.9,0.575
39,18,3,3,0.9,1.0,0.8,0.9,0.9
39,18,4,5,0.9,0.8,0.7,0.9,0.825
39,18,5,2,0.6,0.5,0.8,0.9,0.7
39,18,6,7,0.9,1.0,0.8,0.9,0.9
39,19,1,1,0.9,0.8,0.7,0.9,0.825
39,19,2,2,0.9,1.0,0.8,0.95,0.9125
39,19,3,3,0.8,0.6667,0.75,0.9,0.7792
39,19,4,3,0.8,0.6,0.8,0.9,0.775
39,19,5,7,0.9,1.0,0.8,0.9,0.9
39,20,1,5,0.9,1.0,0.8,0.9,0.9
39,20,2,2,0.8,0.0,0.8,1.0,0.65
39,20,3,5,0.5,0.0,0.75,0.9,0.5375
