page,video_number,ground_truth_index,generated_index,relevance_score,correct_answer_matching_score,distractor_plausibility_score,clarity_and_readability_score,total_score
103,1,1,7,0.9,1.0,0.8,0.9,0.85
103,2,1,4,0.9,1.0,0.5,0.9,0.825
103,2,2,5,0.9,0.0,0.5,0.8,0.55
103,2,3,6,0.9,0.0,0.8,0.9,0.65
103,2,4,4,0.9,1.0,0.9,0.9,0.925
103,2,5,6,0.5,0.0,0.75,0.9,0.5375
103,3,1,4,0.6,0.0,0.4,0.8,0.45
103,3,2,2,0.5,0.0,0.75,1.0,0.5625
103,3,3,2,0.2,0.0,0.8,1.0,0.5
103,4,1,1,0.5,0.0,0.75,0.9,0.5375
103,4,2,8,0.5,0.0,0.75,0.8,0.5125
103,4,3,3,0.5,0.0,0.75,0.9,0.5375
103,4,4,7,0.0,0.0,0.5,1.0,0.375
103,4,5,2,0.8,0.0,0.8,0.9,0.6
103,5,1,7,0.8,0.8,0.6,0.9,0.775
103,5,2,4,0.9,1.0,0.8,0.9,0.9
103,5,3,2,0.6,0.0,0.4,0.8,0.45
103,5,4,3,0.5,0.0,0.75,0.9,0.5375
103,5,5,5,0.6,0.0,0.8,0.9,0.575
103,5,6,5,0.8,0.0,0.6,0.9,0.575
103,6,1,1,0.8,1.0,0.6,0.9,0.825
103,6,2,1,0.0,0.0,0.0,1.0,0.25
103,6,3,5,0.0,0.0,0.0,0.5,0.125
103,7,1,1,0.9,0.9,0.8,0.9,0.875
103,7,2,4,0.2,0.0,0.8,0.9,0.475
103,7,3,5,0.8,1.0,0.8,0.9,0.875
103,7,4,2,0.8,0.6667,0.75,0.9,0.7792
103,8,1,2,0.8,0.0,0.6,0.9,0.575
103,8,2,5,0.6,0.0,0.4,0.8,0.45
103,8,3,3,0.9,0.0,0.5,0.9,0.575
103,8,4,2,0.0,0.0,0.2,0.8,0.2
103,8,5,8,0.9,1.0,0.8,0.9,0.9
103,9,1,2,0.9,1.0,0.8,0.9,0.9
103,9,2,3,0.6,0.0,0.8,0.9,0.575
103,9,3,4,0.6,0.0,0.8,0.9,0.575
103,9,4,5,0.8,0.0,0.6,0.9,0.575
103,9,5,6,0.8,0.5,0.6,0.9,0.7
103,10,2,2,0.9,0.8,0.6,0.9,0.8
103,10,3,4,0.9,1.0,0.8,0.9,0.9
103,10,4,5,0.8,0.5,0.6,0.9,0.7
103,10,5,9,0.9,0.0,0.5,0.9,0.575
103,11,1,2,0.9,1.0,0.8,0.9,0.9
103,11,2,4,0.6,0.0,0.8,0.9,0.575
103,11,3,4,0.8,0.0,0.8,0.9,0.625
