Title,Category,Questions Average BLEU,Options Average BLEU
"Native Americans for kids: Cherokee, Apache, Navajo, Iroquois and Sioux",Anthropology,0.702315116,0.011611484813625146
Why does everyone hate pigeons?,Science & Technology,0.7181109479192814,0.24439870110805811
What it's like to be a Muslim in America - Dalia Mogahed,Religion,0.7175895079382648,1
Is it normal to talk to yourself?,Psychology,0.7492633636350909,0.5304556472197619
How tall can a tree grow? - Valentin Hammoudi,Science & Technology,0.7132993909868846,0.59704377
Can you solve the dark matter fuel riddle? - Daniel Finkel,Literature & Language,0.7270868709389883,0.2904622859667195
"Why should you read Toni Morrison's ""Beloved""? - Yen Pham",Literature,0.6947820700100955,0.3353858996169804
Can you outsmart this logical fallacy? - Alex Gendler,Thinking & Learning,0.7343554939250765,0.2779769296231389
Why should you wear sunscreen?,Science & Technology,0.7221549553756352,0.2641948963169796
The surprisingly long history of electric cars - Daniel Sperling and Gil Tal,"Design, Engineering & Technology",0.6863185023378074,0.4242710509705991
Food waste causes climate change. Here's how we stop it,Science & Technology,0.7235052388511571,1
"How do self-driving cars ""see""? - Sajan Saini","Design, Engineering & Technology",0.7704136065161198,0.2574104167120592
Why is meningitis so dangerous? - Melvin Sanicas,Health,0.7142745349300654,0.43661708450481995
The race to decode a mysterious language - Susan Lupack,Linguistics,0.6936464042257595,0.6335611271818984
What if all the ice melted on Earth?,Science & Technology,0.6455212099273064,0.5589691331151725
Why are you always tired?,Health,0.7113018651311993,0.5110991763745768
"The life, legacy & assassination of an African revolutionary - Lisa Janae Bacon",History,0.7426279530716954,0.710779726
I Like Myself - Children's books read aloud,Literature,0.7507797596748911,0.5961382869180832
What is schizophrenia? - Anees Bahji,Health,0.6882391940537865,0.537563265
How do pelicans survive their death-defying dives?,Environmental Science,0.7094538310942047,0.24120715686975308
The truth about electroconvulsive therapy (ECT) - Helen M. Farrell,Health,0.7621600308678411,0.41248250196647823
What is imposter syndrome and how can you combat it? - Elizabeth Cox,Psychology,0.695144441,0.6212220459372728
Fabulous food chains,Environmental Science,0.7647408779545402,0.3441638398439877
How An Igloo Keeps You Warm,"Design, Engineering & Technology",0.7298469847477915,0.27275801945517564
Infinity according to Jorge Luis Borges - Ilan Stavans,Health,0.6832188421888379,0.45622398288234256
Volcanic eruption explained - Steven Anderson,Science & Technology,0.7133426329185875,0.1518301030436325
"Why should you read ""The God of Small Things"" by Arundhati Roy? - Laura Wright",Literature,0.7326839797817939,0.4798851379615206
Performing brain surgery without a scalpel - Hyunsoo Joshua No,"Design, Engineering & Technology",0.6832448704241806,0.33587513362653165
How this disease changes the shape of your cells - Amber M. Yates,Health,0.6999488061542342,0.5070120737138446
Is binge watching bad for you?,Health,0.7065440272351917,0.6282904880724623
Meet the microscopic life in your home--- and on your face - Anne Madden,"Design, Engineering & Technology",0.7073830776968952,0.8133884091411365
Why do we wrinkle when wet?,Health,0.6930025037498151,0.3566559799582528
3D shapes song | Shapes for kids,Geometry,0.7300980816804126,0.7081808779258385
Who was the world's first author? - Soraya Field Fiorio,Literature & Language,0.752603452,0.3008742022554348
Harvey Milk's radical vision of equality - Lillian Faderman,Social Studies,0.7517593306359925,1
Is human evolution speeding up or slowing down? - Laurence Hurst,Science & Technology,0.6538799865195888,0.9042943794640216
The surprising similarities between Twister and intelligence,Health,0.6885543753540622,0.5397192382252852
Where will you be able to live in 20 years? - Carol Farbotko and Ingrid Boas,Science & Technology,0.691452772,0.38749256222466505
Why beavers are the smartest thing in fur pants,Science & Technology,0.7258826205235003,0.44114990463030795
Why we should draw more (and photograph less),Physical Fitness,0.705600889,0.2624206280039352
The history of manners,Psychology,0.7053423313176846,0.4253843748726622
Art with Mati and Dada ?€? Henri Matisse,Visual Arts,0.728840107,0.4553266169142377
Why don't haircuts hurt?,Science & Technology,0.7081719035862125,0.062693097
