page,video_number,ground_truth_index,generated_index,relevance_score,correct_answer_matching_score,distractor_plausibility_score,clarity_and_readability_score,total_score
43,1,1,1,0.6,0.0,0.8,0.9,0.575
43,1,2,2,0.6,0.0,0.8,0.9,0.575
43,1,3,4,0.9,0.5,0.8,0.9,0.775
43,1,4,5,0.9,0.8,0.7,0.9,0.825
43,1,5,7,0.8,0.0,0.6,0.9,0.575
43,2,1,3,0.9,0.0,0.6,0.9,0.6
43,2,2,1,0.9,0.0,0.8,0.9,0.65
43,2,3,6,0.9,0.0,0.6,0.9,0.6
43,2,4,7,0.5,0.0,0.75,0.9,0.5375
43,2,5,10,0.9,0.0,0.8,0.9,0.65
43,3,1,1,0.9,0.8,0.7,0.9,0.825
43,3,2,2,0.8,0.0,0.8,0.9,0.625
43,3,3,3,1.0,1.0,0.75,1.0,0.9375
43,3,4,5,0.9,0.0,0.8,0.9,0.65
43,3,5,1,0.9,0.8,0.7,0.9,0.825
43,3,6,2,0.8,0.0,0.8,0.9,0.625
43,3,7,3,1.0,1.0,0.75,1.0,0.9375
43,3,8,5,0.9,0.0,0.8,0.9,0.65
43,4,1,3,0.8,0.5,0.75,0.9,0.7375
43,4,2,8,0.8,0.6667,0.75,0.9,0.7792
43,4,3,10,0.9,0.8,0.7,0.9,0.825
43,4,4,3,0.8,0.5,0.75,0.9,0.7375
43,4,5,8,0.8,0.6667,0.75,0.9,0.7792
43,4,6,10,0.9,0.8,0.7,0.9,0.825
43,5,1,2,0.9,0.8,0.7,0.9,0.825
43,5,2,4,0.8,0.5,0.6,0.9,0.7
43,5,3,4,0.8,0.8,0.6,0.9,0.775
43,5,4,7,0.8,0.0,0.6,0.9,0.575
43,5,5,3,0.8,0.8,0.6,0.9,0.775
43,6,1,2,0.9,0.9,0.8,0.9,0.875
43,6,2,7,0.6,0.0,0.8,1.0,0.6
43,6,3,2,0.9,0.9,0.8,0.9,0.875
43,6,4,7,0.6,0.0,0.8,1.0,0.6
43,8,1,1,0.8,0.5,0.6,0.9,0.7
43,8,2,3,0.9,0.75,0.6,0.9,0.7875
43,8,3,5,0.8,0.5,0.6,0.9,0.7
43,8,4,5,0.8,0.5,0.6,0.9,0.7
43,8,5,7,0.9,0.0,0.8,0.9,0.65
43,9,1,2,0.0,0.0,0.5,1.0,0.375
43,9,2,2,0.0,0.0,0.5,1.0,0.375
43,9,5,2,0.0,0.0,0.5,1.0,0.375
43,9,6,2,0.0,0.0,0.5,1.0,0.375
43,9,8,2,0.8,0.5,0.6,0.9,0.7
43,12,1,9,0.9,0.0,0.8,0.9,0.65
43,12,2,5,0.9,1.0,0.8,0.9,0.85
43,12,3,4,0.2,0.0,0.5,0.8,0.375
43,12,4,1,0.9,0.0,0.6,0.9,0.6
43,12,5,4,0.8,0.0,0.6,0.9,0.575
43,13,1,1,0.9,0.0,0.8,0.9,0.65
43,13,2,9,0.0,0.0,0.5,0.8,0.325
43,13,3,5,0.0,0.0,0.5,0.8,0.325
