page,video_number,ground_truth_index,generated_index,relevance_score,correct_answer_matching_score,distractor_plausibility_score,clarity_and_readability_score,total_score
114,1,1,2,0.8,0.0,0.6,0.9,0.575
114,1,2,2,0.8,0.0,0.4,0.9,0.525
114,1,3,5,0.6,0.0,0.4,0.8,0.45
114,1,4,6,0.9,1.0,0.8,0.9,0.9
114,1,5,7,0.8,0.0,0.6,0.9,0.575
114,1,6,8,1.0,1.0,0.8,1.0,0.95
114,1,7,10,0.8,0.0,0.6,0.9,0.575
114,1,8,10,0.6,0.0,0.8,0.9,0.575
114,1,9,10,0.8,0.0,0.6,0.9,0.575
114,2,1,2,0.9,1.0,0.8,0.9,0.9
114,2,2,3,0.2,0.0,0.5,0.8,0.375
114,2,3,3,0.8,0.0,0.6,0.9,0.575
114,2,4,4,0.6,0.0,0.8,0.8,0.55
114,2,5,4,0.9,0.8,0.7,0.6,0.75
114,2,6,4,0.8,0.0,0.6,0.8,0.55
114,2,7,5,0.9,0.8,0.7,0.6,0.75
114,2,8,6,0.9,0.8,0.7,0.8,0.8
