page,video_number,ground_truth_index,generated_index,relevance_score,correct_answer_matching_score,distractor_plausibility_score,clarity_and_readability_score,total_score
1,1,1,1,0.9,1.0,0.8,0.9,0.9
1,1,2,2,1.0,1.0,0.75,1.0,0.9375
1,1,3,4,0.8,0.8,0.9,0.9,0.85
1,1,4,5,0.6,0.0,0.8,0.9,0.575
1,1,5,5,0.9,1.0,0.8,1.0,0.925
1,4,1,1,0.6,0.0,0.8,0.9,0.575
1,4,2,9,0.5,0.0,0.75,0.9,0.5375
1,4,3,7,0.6,0.0,0.8,0.9,0.575
1,4,4,4,0.8,0.0,0.8,0.9,0.625
1,4,5,5,0.9,0.8,0.7,0.9,0.825
1,5,1,1,0.0,0.0,0.75,1.0,0.4375
1,5,2,6,0.6,0.0,0.8,0.9,0.575
1,5,3,2,0.5,0.0,0.75,1.0,0.5625
1,5,4,8,0.8,0.8,0.9,0.9,0.85
1,5,5,10,0.8,0.8,0.9,0.9,0.85
1,6,1,5,0.9,1.0,0.9,1.0,0.925
1,6,2,1,0.6,0.0,0.8,0.9,0.575
1,6,3,5,0.8,0.0,0.8,0.9,0.625
1,6,4,5,0.6,0.8,0.8,0.9,0.775
1,6,5,9,0.6,0.0,0.8,0.9,0.575
1,7,1,2,0.6,0.0,0.8,0.9,0.575
1,7,2,8,0.9,1.0,0.8,0.9,0.85
1,7,3,4,0.6,0.0,0.8,0.9,0.575
1,7,4,3,0.9,0.8,0.7,0.9,0.825
1,7,5,10,0.8,0.0,0.8,0.9,0.625
1,8,1,9,0.8,0.0,0.6,0.9,0.575
1,8,2,2,0.6,0.5,0.8,0.9,0.7
1,9,1,2,0.9,1.0,0.8,0.95,0.9125
1,9,2,2,0.9,1.0,0.8,1.0,0.925
1,9,3,3,0.8,0.75,0.9,0.95,0.85
1,9,4,2,0.9,1.0,0.8,0.9,0.9
1,9,5,1,0.9,1.0,0.8,0.9,0.9
1,9,6,1,0.9,1.0,0.8,0.9,0.9
1,9,7,2,0.9,1.0,0.8,0.95,0.9125
1,9,8,2,0.9,1.0,0.8,0.9,0.9
1,9,9,3,0.8,0.75,0.9,0.95,0.85
1,9,10,2,0.9,1.0,0.8,1.0,0.925
1,11,1,1,1.0,1.0,1.0,1.0,1.0
1,11,2,2,0.9,1.0,0.8,0.9,0.9
1,11,3,2,0.9,1.0,0.8,0.9,0.9
1,11,4,9,0.2,0.0,0.8,0.9,0.475
1,11,5,5,0.5,0.0,0.75,1.0,0.5625
1,12,1,1,1.0,1.0,0.8,1.0,0.95
1,12,2,2,0.9,1.0,0.8,0.95,0.9125
1,12,3,1,0.0,0.0,0.5,1.0,0.375
1,12,4,3,1.0,1.0,0.75,1.0,0.9375
1,12,5,6,0.5,0.0,0.75,0.9,0.5375
1,13,1,1,0.9,1.0,0.8,0.9,0.9
1,13,2,2,0.9,1.0,0.8,0.95,0.9125
1,13,3,10,0.8,1.0,0.8,0.7,0.825
1,13,4,8,0.6,0.8,0.8,0.9,0.775
1,13,5,9,0.9,1.0,0.8,0.95,0.9125
1,14,1,6,0.0,0.0,0.8,1.0,0.45
1,14,2,3,0.8,0.0,0.6,0.9,0.575
1,14,3,4,0.9,1.0,0.8,0.95,0.9125
1,14,4,8,0.6,0.0,0.8,0.9,0.575
1,14,5,2,0.6,0.0,0.8,0.9,0.575
1,15,1,7,0.9,1.0,0.8,0.9,0.9
1,15,2,10,0.8,0.0,0.8,0.9,0.625
1,16,1,1,0.5,0.0,0.75,0.9,0.5375
1,16,2,3,0.5,0.0,0.75,0.9,0.5375
1,16,3,2,0.0,0.0,0.8,0.9,0.425
1,16,4,7,0.9,0.8,0.7,0.9,0.825
1,16,5,1,0.5,0.0,0.75,0.9,0.5375
1,17,1,1,0.9,0.8,0.7,0.9,0.825
1,17,2,2,0.6,0.5,0.8,0.9,0.7
1,17,3,3,0.6,0.0,0.8,0.9,0.575
1,17,4,4,0.9,0.75,0.8,0.95,0.85
1,17,5,5,0.9,1.0,0.8,0.95,0.9125
1,18,1,1,0.9,0.8,0.7,0.9,0.825
1,18,2,5,0.2,0.0,0.8,0.9,0.475
1,19,1,1,0.9,1.0,0.8,0.95,0.9125
1,19,2,1,0.9,1.0,0.8,0.9,0.9
1,19,3,5,0.8,0.8,0.6,0.9,0.775
1,19,4,6,0.0,0.0,0.8,1.0,0.45
1,19,5,8,0.8,0.8,0.9,0.9,0.85
1,22,1,8,0.2,0.0,0.8,0.9,0.475
1,22,2,8,0.8,0.8,0.6,0.9,0.775
1,22,3,3,0.8,1.0,0.8,0.9,0.875
1,22,4,7,0.8,1.0,0.9,0.9,0.85
1,22,5,9,0.9,1.0,0.8,0.9,0.9
2,1,1,2,0.6,0.8,0.8,0.9,0.775
2,1,2,2,0.6,0.8,0.8,0.9,0.775
2,2,1,2,0.9,1.0,0.8,0.9,0.9
2,3,1,2,1.0,1.0,0.8,1.0,0.95
2,3,2,2,0.0,0.0,0.8,1.0,0.45
2,4,1,2,0.8,0.6,0.8,0.9,0.775
2,4,2,9,0.9,1.0,0.8,0.9,0.9
2,4,3,4,1.0,1.0,0.8,1.0,0.95
2,5,1,2,0.2,0.0,0.5,0.8,0.375
2,5,2,3,0.8,0.75,0.9,0.9,0.8375
2,5,3,5,0.8,0.0,0.6,0.9,0.575
2,5,4,6,0.9,1.0,0.8,0.9,0.9
2,5,5,2,0.2,0.0,0.5,0.8,0.375
2,5,6,3,0.8,0.75,0.9,0.9,0.8375
2,5,7,5,0.8,0.0,0.6,0.9,0.575
2,5,8,6,0.9,1.0,0.8,0.9,0.9
2,6,1,1,0.9,1.0,0.8,0.9,0.9
2,6,2,2,0.9,1.0,0.8,0.9,0.85
2,6,3,3,0.8,0.0,0.8,0.9,0.625
2,6,4,4,0.8,0.75,0.9,0.95,0.85
2,6,5,9,0.9,1.0,0.8,0.95,0.9125
2,7,1,3,0.9,1.0,0.8,0.95,0.9125
2,8,1,8,0.6,0.2,0.8,0.9,0.625
2,8,2,8,0.6,0.2,0.8,0.9,0.625
2,10,1,6,0.2,0.0,0.8,1.0,0.5
2,10,2,2,0.9,1.0,0.8,0.9,0.9
2,10,3,9,0.8,0.5,0.8,0.9,0.75
2,10,4,4,0.9,1.0,0.8,1.0,0.925
2,10,5,5,0.9,1.0,0.8,1.0,0.925
2,11,1,1,0.9,1.0,0.8,0.9,0.9
2,11,2,2,0.9,1.0,0.8,0.9,0.9
2,12,1,5,0.9,1.0,0.8,0.9,0.9
2,12,2,9,0.5,0.0,0.75,0.9,0.5375
2,13,1,7,0.0,0.0,0.5,1.0,0.375
2,14,1,2,0.6,0.5,0.8,0.9,0.7
2,14,2,3,1.0,1.0,0.9,1.0,0.975
2,15,1,3,0.2,0.0,0.8,1.0,0.5
2,15,2,3,0.5,0.0,0.75,0.9,0.5375
2,15,3,1,0.2,0.0,0.8,0.9,0.475
2,15,4,8,0.0,0.0,0.8,0.9,0.425
2,15,5,7,0.6,0.0,0.8,0.9,0.575
2,15,6,7,0.8,0.8,0.9,0.9,0.85
2,15,7,4,0.9,1.0,0.8,0.9,0.9
2,15,8,8,0.8,0.0,0.8,1.0,0.65
2,15,9,6,1.0,1.0,0.8,1.0,0.95
2,15,10,2,0.8,0.5,0.6,0.9,0.7
2,16,1,6,0.6,0.0,0.8,0.9,0.575
2,16,2,2,0.9,1.0,0.8,1.0,0.925
2,16,3,4,0.8,1.0,0.8,0.9,0.875
2,17,1,2,0.6,0.0,0.8,0.9,0.575
2,17,2,6,0.9,1.0,0.8,0.9,0.9
2,18,1,1,0.6,0.0,0.8,0.9,0.575
2,18,2,1,0.6,0.0,0.8,0.9,0.575
2,18,3,9,0.9,0.8,0.7,0.9,0.825
2,19,1,1,0.9,1.0,0.8,0.9,0.9
2,19,2,8,0.8,0.0,0.6,0.9,0.575
2,21,1,1,0.8,1.0,0.8,0.9,0.875
2,21,2,5,0.9,1.0,0.8,0.9,0.9
2,22,1,1,0.8,0.5,0.6,0.9,0.7
2,22,2,6,0.8,0.5,0.8,0.9,0.75
2,22,3,2,0.8,1.0,0.6,0.9,0.825
2,22,4,3,0.6,0.0,0.8,0.9,0.575
2,22,5,4,0.8,1.0,0.8,0.9,0.875
3,1,1,4,0.5,0.0,0.75,0.9,0.5375
3,1,3,6,0.2,0.0,0.8,0.9,0.475
3,1,4,4,0.5,0.0,0.75,0.9,0.5375
3,1,6,6,0.2,0.0,0.8,0.9,0.475
3,2,1,5,0.9,1.0,0.8,0.9,0.9
3,2,3,9,0.9,0.8,0.7,0.9,0.825
3,3,1,1,0.9,1.0,0.8,0.9,0.9
3,3,2,3,0.0,0.0,0.8,1.0,0.45
3,4,1,6,0.9,1.0,0.8,0.95,0.9125
3,5,1,1,0.8,0.8,0.6,0.9,0.775
3,5,2,5,0.8,0.8,0.6,0.9,0.775
3,5,3,3,0.9,1.0,0.8,0.9,0.9
3,6,1,2,0.8,0.0,0.8,1.0,0.65
3,6,2,3,0.6,1.0,0.8,1.0,0.85
3,6,3,6,0.9,0.0,0.8,0.9,0.65
3,7,1,1,0.8,0.8,0.6,0.9,0.775
3,7,2,1,0.9,0.9,0.8,0.9,0.875
3,7,3,2,0.9,1.0,0.8,0.9,0.9
3,7,4,3,0.6,0.8,0.8,0.9,0.775
3,8,1,2,0.9,0.5,0.8,0.9,0.775
3,9,1,1,1.0,1.0,0.8,1.0,0.95
3,9,2,3,0.2,0.0,0.8,0.9,0.475
3,9,3,4,0.6,0.8,0.8,0.9,0.775
3,10,1,9,0.9,1.0,0.8,0.9,0.9
3,10,2,7,0.8,1.0,0.8,0.9,0.875
3,11,1,5,0.9,1.0,0.8,0.9,0.9
3,11,2,3,0.8,0.8,0.6,0.9,0.775
3,12,1,3,0.9,1.0,1.0,1.0,0.975
3,12,2,3,0.8,1.0,0.8,0.9,0.875
3,13,1,1,0.9,1.0,0.8,0.9,0.9
3,13,2,8,0.2,0.0,0.8,0.9,0.475
3,13,3,5,0.6,0.0,0.8,0.9,0.575
3,15,1,5,0.5,0.0,0.75,1.0,0.5625
3,15,2,7,0.8,0.8,0.9,0.9,0.85
3,15,3,7,0.2,0.0,0.8,0.9,0.475
3,15,4,5,0.9,1.0,0.8,0.9,0.9
3,16,1,4,0.8,1.0,0.6,0.9,0.825
3,16,2,3,0.9,1.0,0.8,0.9,0.9
3,17,1,1,0.9,1.0,0.8,0.95,0.9125
3,17,2,2,0.8,1.0,0.9,0.9,0.85
3,17,3,9,0.9,0.8,0.7,0.9,0.825
3,17,4,1,0.9,1.0,0.8,0.95,0.9125
3,17,5,1,0.2,0.0,0.8,0.9,0.475
3,17,6,2,0.8,1.0,0.9,0.9,0.85
3,17,7,9,0.9,0.8,0.7,0.9,0.825
3,17,8,1,0.2,0.0,0.8,0.9,0.475
3,17,9,1,0.2,0.0,0.8,0.9,0.475
3,17,10,1,0.9,1.0,0.8,0.95,0.9125
3,17,11,9,0.9,0.8,0.7,0.9,0.825
3,17,12,2,0.8,1.0,0.9,0.9,0.85
3,18,1,5,0.8,1.0,0.8,1.0,0.85
3,18,2,2,0.9,1.0,0.8,0.9,0.9
3,18,3,4,0.9,1.0,0.9,0.9,0.875
3,19,1,9,0.8,0.0,0.6,0.9,0.575
3,19,2,3,0.6,0.0,0.8,0.9,0.575
3,20,1,4,0.8,0.0,0.6,0.9,0.575
3,20,2,2,0.5,0.0,0.75,1.0,0.5625
3,20,3,7,0.9,1.0,0.8,0.9,0.9
3,21,1,2,0.9,1.0,0.8,0.9,0.9
3,21,2,6,0.8,0.0,0.8,1.0,0.65
3,22,1,4,0.9,0.8,0.7,0.9,0.825
3,22,2,7,0.9,1.0,0.8,0.95,0.9125
3,22,3,9,0.9,0.8,0.7,0.9,0.825
3,23,1,2,0.9,1.0,0.8,0.9,0.9
3,23,2,4,0.6,0.8,0.8,0.9,0.775
3,23,3,5,0.8,0.5,0.8,0.9,0.75
3,23,4,6,0.9,0.8,0.7,0.9,0.825
3,23,5,9,0.8,0.5,0.6,0.9,0.7
3,23,6,2,0.9,1.0,0.8,0.9,0.9
3,23,7,4,0.6,0.8,0.8,0.9,0.775
3,23,8,5,0.8,0.5,0.8,0.9,0.75
3,23,9,6,0.9,0.8,0.7,0.9,0.825
3,23,10,9,0.8,0.5,0.6,0.9,0.7
4,1,1,6,0.8,0.0,0.8,0.9,0.625
4,1,2,2,0.9,1.0,0.8,0.9,0.9
4,1,3,1,0.8,0.5,0.8,1.0,0.775
4,1,4,3,0.8,0.5,0.75,0.9,0.7375
4,1,5,8,0.9,0.8,0.7,0.9,0.825
4,2,1,1,0.2,0.0,0.8,0.9,0.475
4,2,2,1,0.9,0.9,0.8,0.9,0.875
4,2,3,2,0.8,0.0,0.6,0.9,0.575
4,2,4,1,0.0,0.0,0.8,1.0,0.45
4,3,1,3,0.9,0.8,0.7,0.9,0.825
4,4,1,4,0.2,0.0,0.8,0.9,0.475
