Title,Category,Questions Average ROUGE-1,Questions Average ROUGE-2,Questions Average ROUGE-L,Options Average ROUGE-1,Options Average ROUGE-2,Options Average ROUGE-L
"Native Americans for kids: Cherokee, Apache, Navajo, Iroquois and Sioux",Anthropology,0.22518518518518515,0.0,0.19555555555555554,0.15873015873015872,0.0,0.15873015873015872
Why does everyone hate pigeons?,Science & Technology,0.45633477633477637,0.12050556498773816,0.38187590187590187,0.10267930598812954,0.016666666666666666,0.10267930598812954
What it's like to be a Muslim in America - Dalia Mogahed,Religion,0.20627666095267777,0.05541125541125541,0.1767067684795595,0.12447150072150073,0.0,0.08712662337662339
Is it normal to talk to yourself?,Psychology,0.3187791818376526,0.10423280423280423,0.2563775255229528,0.172029637029637,0.10900543900543902,0.172029637029637
How tall can a tree grow? - Valentin Hammoudi,Science & Technology,0.28898716226302434,0.04962406015037594,0.2388304224511121,0.030202020202020202,0.0,0.030202020202020202
Can you solve the dark matter fuel riddle? - Daniel Finkel,Literature & Language,0.3048504594820384,0.1282994652406417,0.3048504594820384,0.09458333333333332,0.01769230769230769,0.09458333333333332
"Why should you read Toni Morrison's ""Beloved""? - Yen Pham",Literature,0.4746753246753247,0.19952153110047846,0.4032467532467532,0.2622984776661247,0.06000000000000001,0.254606169973817
Can you outsmart this logical fallacy? - Alex Gendler,Thinking & Learning,0.3119258028792912,0.12440666884602813,0.24927353266888147,0.04981933241524035,0.0,0.04570168535641682
Einstein's twin paradox explained - Amber Stuver,Mathematics,0,0,0,0,0,0
Why should you wear sunscreen?,Science & Technology,0,0,0,0,0,0
The surprisingly long history of electric cars - Daniel Sperling and Gil Tal,"Design, Engineering & Technology",0.3786315855281373,0.09962962962962962,0.3346390518804313,0.10519114055878762,0.0,0.10519114055878762
Food waste causes climate change. Here's how we stop it,Science & Technology,0.49096374889478334,0.20171957671957674,0.3221809608016505,0.028253968253968254,0.0,0.028253968253968254
"How do self-driving cars ""see""? - Sajan Saini","Design, Engineering & Technology",0.34689855072463766,0.14229249011857706,0.2794492753623189,0.055622710622710625,0.0,0.05086080586080586
Why is meningitis so dangerous? - Melvin Sanicas,Health,0.2811538481630265,0.03333333333333333,0.17473841476474306,0.11797993672993672,0.025757575757575757,0.1092511655011655
What is phantom traffic and why is it ruining your life? - Benjamin Seibold,"Design, Engineering & Technology",0,0,0,0,0,0
The race to decode a mysterious language - Susan Lupack,Linguistics,0.3811827956989247,0.19304597701149423,0.3811827956989247,0.06241452991452991,0.0,0.06241452991452991
What if all the ice melted on Earth?,Science & Technology,0.41264411027568915,0.014285714285714285,0.2943483709273183,0.0058823529411764705,0.0,0.0058823529411764705
Why are you always tired?,Health,0.11953357736716057,0.0,0.09680630463988785,0.0,0.0,0.0
"The life, legacy & assassination of an African revolutionary - Lisa Janae Bacon",History,0.40352826510721246,0.19460011883541295,0.3553801169590643,0.0,0.0,0.0
I Like Myself - Children's books read aloud,Literature,0.09601157463226428,0.0,0.08221847118398842,0.06540404040404041,0.0,0.032702020202020204
What is schizophrenia? - Anees Bahji,Health,0,0,0,0,0,0
How do pelicans survive their death-defying dives?,Environmental Science,0.2622924901185771,0.0,0.21823451910408434,0.03197802197802198,0.0,0.03197802197802198
The truth about electroconvulsive therapy (ECT) - Helen M. Farrell,Health,0,0,0,0,0,0
What is imposter syndrome and how can you combat it? - Elizabeth Cox,Psychology,0.49913043478260866,0.25206766917293233,0.37976535541752937,0.04504329004329004,0.0,0.04504329004329004
Fabulous food chains,Environmental Science,0.40332881178458396,0.1565014245014245,0.32614518137756515,0.005,0.0,0.005
How An Igloo Keeps You Warm,"Design, Engineering & Technology",0.2574223602484472,0.01904761904761905,0.22336438923395446,0.13083071727034576,0.011929824561403509,0.1265544014808721
Infinity according to Jorge Luis Borges - Ilan Stavans,Health,0.20677655677655676,0.0,0.20677655677655676,0.04916917293233083,0.0,0.04916917293233083
Volcanic eruption explained - Steven Anderson,Science & Technology,0,0,0,0,0,0
The strange history of the world's most stolen painting - Noah Charney,Science & Technology,0.3879503105590062,0.16713286713286712,0.3262732919254658,0.0437070282658518,0.0,0.0437070282658518
"Why should you read ""The God of Small Things"" by Arundhati Roy? - Laura Wright",Literature,0.32590909090909087,0.1453763440860215,0.24477272727272723,0.013392857142857146,0.0,0.013392857142857146
Performing brain surgery without a scalpel - Hyunsoo Joshua No,"Design, Engineering & Technology",0.46493631971892846,0.11824537500834838,0.3413093251354121,0.15346320346320347,0.03666666666666667,0.14870129870129872
