Title,Category,Questions Average ROUGE-1,Questions Average ROUGE-2,Questions Average ROUGE-L,Options Average ROUGE-1,Options Average ROUGE-2,Options Average ROUGE-L
"Native Americans for kids: Cherokee, Apache, Navajo, Iroquois and Sioux",Anthropology,0.34319894598155465,0.10580086580086581,0.29429249011857705,0.1256349206349206,0.011513157894736841,0.1256349206349206
Why does everyone hate pigeons?,Science & Technology,0.3696514012303486,0.03395585738539898,0.2761449077238551,0.08578057889822596,0.0,0.06923155929038281
What it's like to be a Muslim in America - Dalia Mogahed,Religion,0.11870882740447958,0.0,0.11870882740447958,0.13542438728462522,0.0,0.13542438728462522
Is it normal to talk to yourself?,Psychology,0.3066912697497405,0.10733839429491603,0.25590866105408827,0.095,0.04380952380952381,0.095
How tall can a tree grow? - Valentin Hammoudi,Science & Technology,0.33318680160236136,0.12401532567049807,0.32068680160236135,0.022222222222222223,0.014285714285714285,0.022222222222222223
Can you solve the dark matter fuel riddle? - Daniel Finkel,Literature & Language,0.3581706289712287,0.1281258702311334,0.3581706289712287,0.14958333333333332,0.034999999999999996,0.14958333333333332
"Why should you read Toni Morrison's ""Beloved""? - Yen Pham",Literature,0.5108187134502924,0.12452153110047845,0.41038011695906434,0.21634862041982786,0.08879901960784313,0.21079306486427232
Can you outsmart this logical fallacy? - Alex Gendler,Thinking & Learning,0.3491677912730544,0.15944444444444444,0.2973459289248762,0.08032924138777134,0.011011904761904761,0.07748643202322283
Einstein's twin paradox explained - Amber Stuver,Mathematics,0,0,0,0,0,0
Why should you wear sunscreen?,Science & Technology,0.3030084408345278,0.125974025974026,0.268950469820035,0.09760385813017393,0.03431372549019608,0.08678514467988152
The surprisingly long history of electric cars - Daniel Sperling and Gil Tal,"Design, Engineering & Technology",0.3489468864468865,0.13406922283083272,0.32533577533577535,0.11532217782217784,0.0,0.11532217782217784
Food waste causes climate change. Here's how we stop it,Science & Technology,0.4930846930846931,0.12527956989247313,0.3377363377363377,0.11669894433052327,0.06666666666666668,0.11669894433052327
"How do self-driving cars ""see""? - Sajan Saini","Design, Engineering & Technology",0.397752688172043,0.18688655672163917,0.28453464755077656,0.08870171495171494,0.0071428571428571435,0.08100940725940725
Why is meningitis so dangerous? - Melvin Sanicas,Health,0.2805142569848452,0.08499999999999999,0.23655821302880126,0.21159487571252278,0.06428571428571428,0.18556923468688175
What is phantom traffic and why is it ruining your life? - Benjamin Seibold,"Design, Engineering & Technology",0.3861430765242017,0.15069930069930068,0.3164516064697553,0.12215865833512891,0.01380952380952381,0.12215865833512891
The race to decode a mysterious language - Susan Lupack,Linguistics,0.3976470588235294,0.18043589743589744,0.37411764705882355,0.05599399568439817,0.0,0.05599399568439817
What if all the ice melted on Earth?,Science & Technology,0.3377696514012304,0.015384615384615382,0.2636643882433356,0.010526315789473686,0.0058823529411764705,0.010526315789473686
Why are you always tired?,Health,0.19667126754083278,0.0,0.13684610075914425,0.0,0.0,0.0
"The life, legacy & assassination of an African revolutionary - Lisa Janae Bacon",History,0.3323627249943039,0.12811145510835914,0.29331510594668486,0.026515151515151512,0.0,0.026515151515151512
I Like Myself - Children's books read aloud,Literature,0.12453343220862687,0.0,0.0978371029538994,0.11060606060606062,0.0,0.06540404040404041
What is schizophrenia? - Anees Bahji,Health,0.3607843137254902,0.03822222222222223,0.24095860566448798,0.025396825396825397,0.0,0.025396825396825397
How do pelicans survive their death-defying dives?,Environmental Science,0.3848000238244141,0.11761144330803772,0.2750558384704726,0.1392191142191142,0.0,0.1392191142191142
The truth about electroconvulsive therapy (ECT) - Helen M. Farrell,Health,0.42507936507936506,0.13026315789473683,0.36380952380952375,0.23214285714285712,0.056666666666666664,0.23214285714285712
What is imposter syndrome and how can you combat it? - Elizabeth Cox,Psychology,0.491965811965812,0.2349351639969489,0.32015628815628816,0.09078504828504828,0.0,0.08245171495171497
Fabulous food chains,Environmental Science,0.33484653277756726,0.11206206206206207,0.2759984842743463,0.0845115995115995,0.016666666666666666,0.07681929181929181
How An Igloo Keeps You Warm,"Design, Engineering & Technology",0.2373333333333333,0.0,0.172,0.11109473385082484,0.02240896358543417,0.09622059197439464
Infinity according to Jorge Luis Borges - Ilan Stavans,Health,0.31367341430499324,0.07272727272727272,0.2926207827260459,0.10112368024132731,0.0,0.10112368024132731
