Title,Category,Questions Average ROUGE-1,Questions Average ROUGE-2,Questions Average ROUGE-L,Options Average ROUGE-1,Options Average ROUGE-2,Options Average ROUGE-L
"Native Americans for kids: Cherokee, Apache, Navajo, Iroquois and Sioux",Anthropology,0.23768183135323095,0.0,0.2091104027818024,0.11428571428571425,0.0,0.11428571428571425
Why does everyone hate pigeons?,Science & Technology,0.33047191405086146,0.05500848896434636,0.2416710307236623,0.08847248022015824,0.0,0.07859012727898176
What it's like to be a Muslim in America - Dalia Mogahed,Religion,0.16604333186941883,0.0380952380952381,0.14865202752159273,0.10476014181896534,0.0,0.08040116745999099
Is it normal to talk to yourself?,Psychology,0.3602102106841316,0.19845464755950692,0.3602102106841316,0.2833333333333333,0.225,0.2833333333333333
How tall can a tree grow? - Valentin Hammoudi,Science & Technology,0.26950887021475256,0.044057971014492756,0.21528664799253033,0.04114468864468865,0.0,0.039007936507936505
Can you solve the dark matter fuel riddle? - Daniel Finkel,Literature & Language,0.36177934424600566,0.14211764705882352,0.3469645294311908,0.15387380593262945,0.03587662337662338,0.15387380593262945
"Why should you read Toni Morrison's ""Beloved""? - Yen Pham",Literature,0.44454559932820803,0.11898913951545531,0.3408119416815069,0.22908002944767653,0.06359649122807018,0.22908002944767653
Can you outsmart this logical fallacy? - Alex Gendler,Thinking & Learning,0.26243507319022186,0.10688034188034187,0.23451745305292215,0.09862902949590258,0.0,0.09108934695622004
Einstein's twin paradox explained - Amber Stuver,Mathematics,0,0,0,0,0,0
Why should you wear sunscreen?,Science & Technology,0.31604121414647735,0.10295652173913043,0.27898858256752995,0.03166666666666666,0.0,0.03166666666666666
The surprisingly long history of electric cars - Daniel Sperling and Gil Tal,"Design, Engineering & Technology",0.35978653894008605,0.09223758065436298,0.32949200878580837,0.10561359392241745,0.0,0.10561359392241745
Food waste causes climate change. Here's how we stop it,Science & Technology,0.48226363008971707,0.16304761904761905,0.3003910743041178,0.0,0.0,0.0
"How do self-driving cars ""see""? - Sajan Saini","Design, Engineering & Technology",0.3704597897129867,0.15337474120082817,0.2814549587951123,0.03639601139601139,0.0,0.03639601139601139
Why is meningitis so dangerous? - Melvin Sanicas,Health,0.3003450655624569,0.06742424242424241,0.22829537612146306,0.13231393606393607,0.0,0.12322302697302696
What is phantom traffic and why is it ruining your life? - Benjamin Seibold,"Design, Engineering & Technology",0,0,0,0,0,0
The race to decode a mysterious language - Susan Lupack,Linguistics,0.38950710108604847,0.16293575370651694,0.33084043441938177,0.040772134212536684,0.0,0.040772134212536684
What if all the ice melted on Earth?,Science & Technology,0.34587813620071683,0.027586206896551724,0.2887352790578597,0.13552631578947366,0.05588235294117647,0.13552631578947366
Why are you always tired?,Health,0.1657354497354497,0.0,0.10753439153439152,0.0,0.0,0.0
"The life, legacy & assassination of an African revolutionary - Lisa Janae Bacon",History,0.337262286150158,0.08585188461349454,0.28247967745450586,0.04523809523809524,0.02,0.04523809523809524
I Like Myself - Children's books read aloud,Literature,0.11448855404230658,0.0,0.10272384815995364,0.08745532245532245,0.0,0.05475330225330225
What is schizophrenia? - Anees Bahji,Health,0.3721520467836258,0.05576923076923077,0.2561578947368421,0.05,0.0,0.05
How do pelicans survive their death-defying dives?,Environmental Science,0.3545864661654135,0.08484848484848484,0.3335338345864661,0.2375209512709513,0.11153846153846154,0.2375209512709513
The truth about electroconvulsive therapy (ECT) - Helen M. Farrell,Health,0.4183717357910906,0.15709178903371282,0.3940399385560676,0.1385714285714286,0.02,0.1385714285714286
What is imposter syndrome and how can you combat it? - Elizabeth Cox,Psychology,0.3953486786018755,0.15971139971139972,0.28717476555839727,0.06504329004329004,0.0,0.06504329004329004
Fabulous food chains,Environmental Science,0.4110455636317705,0.2194997594997595,0.3652775385534006,0.01,0.0,0.01
How An Igloo Keeps You Warm,"Design, Engineering & Technology",0.1915166154296589,0.0,0.15931049626701801,0.06763876603272889,0.0058823529411764705,0.06763876603272889
Infinity according to Jorge Luis Borges - Ilan Stavans,Health,0.2377089270490805,0.019047619047619046,0.2217089270490805,0.050805383022774334,0.0,0.04372071483055465
Volcanic eruption explained - Steven Anderson,Science & Technology,0.3301428571428571,0.13558679306963056,0.2575952380952381,0.13886275274433169,0.034622132253711205,0.13219608607766503
The strange history of the world's most stolen painting - Noah Charney,Science & Technology,0,0,0,0,0,0
"Why should you read ""The God of Small Things"" by Arundhati Roy? - Laura Wright",Literature,0.375551338815096,0.17866191904047973,0.2737828378663293,0.010526315789473682,0.0,0.010526315789473682
Performing brain surgery without a scalpel - Hyunsoo Joshua No,"Design, Engineering & Technology",0.3700253048079135,0.13604761904761903,0.30541177823786525,0.10101953601953602,0.03233877233877234,0.10101953601953602
How this disease changes the shape of your cells - Amber M. Yates,Health,0.36759144237405106,0.18442755439322944,0.314200138026225,0.029166666666666664,0.0,0.029166666666666664
The counting by fives song | Counting songs,Numbers & Operations,0,0,0,0,0,0
Why do we have leap years?,Teaching & Education,0,0,0,0,0,0
Is binge watching bad for you?,Health,0.1703695685119834,0.0,0.085497990141953,0.0,0.0,0.0
Meet the microscopic life in your home--- and on your face - Anne Madden,"Design, Engineering & Technology",0.24235778841042005,0.028571428571428574,0.17291334396597552,0.10940226440226439,0.0,0.10225940725940726
Why do we wrinkle when wet?,Health,0.24527933939698646,0.03266666666666666,0.1513140454316925,0.0,0.0,0.0
3D shapes song | Shapes for kids,Geometry,0.4436591478696742,0.11255589955280358,0.2834586466165413,0.3,0.0,0.3
The most common STI in the world - Emma Bryce,Literature & Language,0,0,0,0,0,0
Who was the world's first author? - Soraya Field Fiorio,Literature & Language,0.26329070758738277,0.060317460317460325,0.16903665814151747,0.01,0.0,0.01
Harvey Milk's radical vision of equality - Lillian Faderman,Social Studies,0.34835309617918314,0.13248120300751878,0.311123658949746,0.11999286824286826,0.03454984628897673,0.10660001110001109
Is human evolution speeding up or slowing down? - Laurence Hurst,Science & Technology,0.22261024882976105,0.023529411764705882,0.1320879526977088,0.03428571428571429,0.0,0.03428571428571429
The surprising similarities between Twister and intelligence,Health,0.267429899946029,0.08292455276121338,0.2388584713746004,0.1334809634809635,0.0625,0.1334809634809635
Where will you be able to live in 20 years? - Carol Farbotko and Ingrid Boas,Science & Technology,0.2822055137844611,0.025000000000000005,0.22305764411027568,0.12790588066903857,0.02698412698412699,0.11030782654924531
Why beavers are the smartest thing in fur pants,Science & Technology,0.3272755417956656,0.12666666666666665,0.2895562435500516,0.04717184265010352,0.0,0.04680952380952381
Why we should draw more (and photograph less),Physical Fitness,0.2032811059907834,0.03277591973244147,0.11614132104454686,0.13782771880682096,0.005263157894736843,0.11755110816256327
The history of manners,Psychology,0.157946949602122,0.0,0.157946949602122,0.0,0.0,0.0
Can you solve the multiplying rabbits riddle? - Alex Gendler,Mathematics,0,0,0,0,0,0
Art with Mati and Dada – Henri Matisse,Visual Arts,0.21517476555839726,0.014285714285714285,0.16445012787723784,0.09716772993088782,0.0,0.06787480063795853
Why don't haircuts hurt?,Science & Technology,0.3143977591036414,0.10333333333333332,0.3001120448179272,0.16269743587026794,0.0037037037037037034,0.149905165338867
