Title,Category,Questions Average ROUGE-1,Questions Average ROUGE-2,Questions Average ROUGE-L,Options Average ROUGE-1,Options Average ROUGE-2,Options Average ROUGE-L
"Native Americans for kids: Cherokee, Apache, Navajo, Iroquois and Sioux",Anthropology,0,0,0,0,0,0
Why does everyone hate pigeons?,Science & Technology,0.35213997560746785,0.14368279569892475,0.30508115207805614,0.07166955378642685,0.0,0.06162053417858372
What it's like to be a Muslim in America - Dalia Mogahed,Religion,0.16644231131187653,0.03904761904761905,0.16644231131187653,0.17788220551378447,0.0,0.12265174153332048
Is it normal to talk to yourself?,Psychology,0,0,0,0,0,0
How tall can a tree grow? - Valentin Hammoudi,Science & Technology,0.20788819875776396,0.04126984126984127,0.17455486542443063,0.12159033948507632,0.0,0.10390293916609705
Can you solve the dark matter fuel riddle? - Daniel Finkel,Literature & Language,0,0,0,0,0,0
"Why should you read Toni Morrison's ""Beloved""? - Yen Pham",Literature,0.39619047619047615,0.1286549707602339,0.39619047619047615,0.2275184945773181,0.07769230769230769,0.2275184945773181
Can you outsmart this logical fallacy? - Alex Gendler,Thinking & Learning,0.27520550373528047,0.04810032414049631,0.21750542354281857,0.05894664545980335,0.0,0.05894664545980335
Einstein's twin paradox explained - Amber Stuver,Mathematics,0,0,0,0,0,0
Why should you wear sunscreen?,Science & Technology,0.30281170442460764,0.06817906836055657,0.2304762441859216,0.081328197945845,0.0071428571428571435,0.06956349206349206
The surprisingly long history of electric cars - Daniel Sperling and Gil Tal,"Design, Engineering & Technology",0.33442226255293406,0.11979571855732847,0.33442226255293406,0.11290116745999097,0.0,0.11290116745999097
Food waste causes climate change. Here's how we stop it,Science & Technology,0,0,0,0,0,0
"How do self-driving cars ""see""? - Sajan Saini","Design, Engineering & Technology",0,0,0,0,0,0
Why is meningitis so dangerous? - Melvin Sanicas,Health,0.33371428571428574,0.05333333333333333,0.2439047619047619,0.14261155511155507,0.05,0.12722693972693971
What is phantom traffic and why is it ruining your life? - Benjamin Seibold,"Design, Engineering & Technology",0,0,0,0,0,0
The race to decode a mysterious language - Susan Lupack,Linguistics,0.35459509066784606,0.17212669683257914,0.35459509066784606,0.04401154401154401,0.0,0.03845598845598845
