page,video_number,ground_truth_index,generated_index,relevance_score,correct_answer_matching_score,distractor_plausibility_score,clarity_and_readability_score,total_score
54,1,1,2,0.6,0.0,0.8,0.9,0.575
54,1,2,9,0.5,0.0,0.75,0.9,0.5375
54,2,1,13,0.9,1.0,0.8,0.95,0.9125
54,3,1,3,0.8,0.0,0.6,0.9,0.575
54,3,2,10,0.8,1.0,0.6,0.9,0.825
54,3,3,10,0.8,0.0,0.8,1.0,0.65
54,4,1,1,0.9,1.0,0.8,0.9,0.85
54,4,2,3,0.6,0.0,0.8,0.9,0.575
54,4,3,3,0.8,0.5,0.6,0.9,0.7
54,4,4,2,0.6,0.0,0.8,1.0,0.6
54,5,1,6,0.0,0.0,0.0,0.8,0.2
54,5,2,2,0.5,0.0,0.75,0.9,0.5375
54,5,3,1,0.0,0.0,0.0,1.0,0.25
54,5,4,1,0.8,1.0,0.8,0.9,0.85
54,5,5,10,0.2,0.0,0.5,0.8,0.375
54,6,1,2,0.0,0.0,0.0,1.0,0.25
54,6,2,6,0.0,0.0,0.5,0.8,0.325
54,7,1,11,0.8,1.0,0.8,0.9,0.85
54,7,2,1,0.0,0.0,0.0,1.0,0.25
54,8,1,9,0.0,0.0,0.5,1.0,0.375
54,8,3,6,0.0,0.0,0.0,0.5,0.125
54,8,4,4,0.0,0.0,0.5,1.0,0.375
54,9,1,1,0.0,0.0,0.0,1.0,0.25
54,9,2,1,0.0,0.0,0.5,1.0,0.375
54,10,1,5,0.0,0.0,0.5,0.8,0.325
54,10,4,1,0.0,0.0,0.0,0.8,0.2
54,11,1,1,0.0,0.0,0.0,0.0,0.0
54,11,4,1,0.0,0.0,0.0,0.5,0.125
54,12,1,2,0.0,0.0,0.5,0.8,0.325
54,12,2,4,0.0,0.0,0.0,0.5,0.125
54,16,1,1,0.9,1.0,0.8,0.9,0.85
54,16,2,1,0.0,0.0,0.0,1.0,0.25
54,16,3,1,0.9,0.0,0.8,0.9,0.65
54,16,4,3,0.0,0.0,0.0,0.5,0.125
54,17,2,9,0.0,0.0,0.0,0.5,0.125
54,17,3,9,0.0,0.0,0.0,0.5,0.125
54,17,4,1,0.0,0.0,0.0,1.0,0.25
54,17,5,9,0.0,0.0,0.0,0.5,0.125
54,18,1,2,0.0,0.0,0.0,0.5,0.125
54,18,2,3,0.0,0.0,0.0,1.0,0.25
54,18,3,3,0.0,0.0,0.0,1.0,0.0
54,18,4,1,0.0,0.0,0.0,0.5,0.125
54,19,2,3,0.0,0.0,0.0,0.5,0.125
54,19,5,2,0.0,0.0,0.0,0.5,0.125
54,20,1,1,0.0,0.0,0.0,1.0,0.25
54,20,2,3,0.0,0.0,0.5,0.8,0.325
54,20,3,4,0.0,0.0,0.0,0.5,0.125
54,21,1,1,0.0,0.0,0.0,0.5,0.125
