page,video_number,ground_truth_index,generated_index,relevance_score,correct_answer_matching_score,distractor_plausibility_score,clarity_and_readability_score,total_score
64,3,1,1,0.6,0.5,0.8,0.9,0.7
64,3,2,2,0.9,0.8,0.7,0.9,0.825
64,3,3,5,0.9,0.8,0.7,0.9,0.825
64,3,4,18,0.8,1.0,0.6,0.9,0.825
64,3,5,8,0.8,0.8,0.6,0.9,0.775
64,4,1,3,0.0,0.0,0.0,1.0,0.0
64,4,2,1,0.0,0.0,0.0,0.5,0.125
64,4,3,3,0.0,0.0,0.0,0.5,0.125
64,4,4,1,0.0,0.0,0.0,1.0,0.25
64,5,1,11,0.0,0.0,0.0,0.8,0.2
64,6,1,7,0.8,1.0,0.8,0.9,0.85
64,6,2,1,0.0,0.0,0.0,1.0,0.25
64,7,1,1,1.0,1.0,0.75,1.0,0.9375
64,7,2,5,0.0,0.0,0.0,0.0,0.0
64,7,3,5,0.0,0.0,0.0,0.0,0.0
64,7,4,9,0.9,1.0,0.8,0.9,0.9
64,7,5,8,0.0,0.0,0.0,0.5,0.125
64,8,1,5,0.0,0.0,0.0,0.5,0.125
64,8,2,2,0.0,0.0,0.0,0.8,0.2
64,8,3,4,0.0,0.0,0.0,0.0,0.0
64,8,4,2,0.9,1.0,0.8,0.9,0.85
64,8,5,4,0.0,0.0,0.0,0.0,0.0
64,9,2,1,0.0,0.0,0.0,0.5,0.125
64,9,4,5,0.0,0.0,0.0,0.5,0.125
64,10,1,2,0.9,1.0,0.8,0.9,0.85
64,10,2,1,0.0,0.0,0.0,0.5,0.125
64,10,3,2,0.0,0.0,0.0,0.5,0.125
64,10,4,6,0.8,0.8,0.6,0.9,0.775
64,10,5,1,0.0,0.0,0.0,0.5,0.125
64,11,2,6,0.0,0.0,0.0,1.0,0.25
64,11,3,1,0.0,0.0,0.0,0.5,0.125
64,12,2,1,0.0,0.0,0.0,1.0,0.25
64,12,3,1,0.0,0.0,0.0,1.0,0.25
64,12,5,1,0.0,0.0,0.0,1.0,0.25
64,13,1,1,0.0,0.0,0.5,1.0,0.375
64,14,2,1,0.0,0.0,0.0,0.5,0.125
64,14,3,4,0.9,1.0,0.8,0.9,0.85
64,14,4,4,0.0,0.0,0.0,0.5,0.125
64,14,5,4,0.0,0.0,0.0,0.5,0.125
64,15,1,1,0.0,0.0,0.0,1.0,0.25
64,15,2,1,0.0,0.0,0.0,1.0,0.25
64,15,3,1,0.0,0.0,0.0,1.0,0.25
64,15,4,1,0.0,0.0,0.0,1.0,0.25
64,15,5,7,0.0,0.0,0.0,1.0,0.25
64,17,3,13,0.8,1.0,0.6,0.9,0.825
64,17,5,2,1.0,1.0,0.75,1.0,0.9375
64,18,3,1,0.0,0.0,0.0,1.0,0.0
64,18,5,1,0.0,0.0,0.0,1.0,0.25
64,19,1,8,0.0,0.0,0.5,1.0,0.375
64,19,2,8,0.0,0.0,0.5,1.0,0.375
64,19,4,4,0.0,0.0,0.5,1.0,0.375
64,19,5,5,0.0,0.0,0.0,0.5,0.125
64,20,1,4,0.0,0.0,0.0,0.5,0.125
64,20,2,4,0.0,0.0,0.0,0.5,0.125
64,20,4,1,0.0,0.0,0.5,1.0,0.375
64,21,1,6,0.0,0.0,0.0,1.0,0.25
64,21,2,2,0.9,1.0,0.8,0.9,0.85
64,22,1,4,0.0,0.0,0.0,0.5,0.125
64,22,2,1,0.0,0.0,0.0,1.0,0.25
64,22,3,4,0.0,0.0,0.0,0.5,0.125
64,22,4,1,0.0,0.0,0.0,1.0,0.25
64,23,1,7,0.0,0.0,0.0,0.5,0.125
64,23,2,7,0.0,0.0,0.0,0.8,0.2
64,23,4,7,0.0,0.0,0.0,0.8,0.2
64,23,5,7,0.9,1.0,0.8,0.9,0.9
