page,video_number,ground_truth_index,generated_index,relevance_score,correct_answer_matching_score,distractor_plausibility_score,clarity_and_readability_score,total_score
35,1,1,3,0.8,1.0,0.8,0.9,0.875
35,1,2,4,0.8,0.0,0.8,0.9,0.625
35,1,3,14,0.8,1.0,0.8,0.9,0.875
35,1,4,3,0.5,0.0,0.75,0.9,0.5375
35,1,5,7,0.6,0.5,0.8,0.9,0.7
35,3,1,1,0.8,0.0,0.8,1.0,0.65
35,3,2,8,0.2,0.0,0.8,0.9,0.475
35,3,3,11,0.8,0.5,0.9,0.9,0.775
35,3,4,4,0.9,0.5,0.8,0.95,0.7875
35,3,5,9,0.6,0.0,0.8,0.9,0.575
35,4,1,1,0.2,0.0,0.8,1.0,0.5
35,4,2,2,0.8,0.0,0.8,1.0,0.65
35,4,3,4,0.9,0.9,0.8,0.9,0.875
35,4,4,8,0.2,0.0,0.6,0.8,0.4
35,4,6,1,0.0,0.0,0.8,1.0,0.0
35,5,1,8,0.0,0.0,0.5,0.8,0.325
35,5,2,8,0.8,0.5,0.6,0.9,0.7
35,5,3,3,0.8,1.0,0.8,0.9,0.9
35,5,4,7,0.2,0.0,0.8,0.9,0.475
35,5,5,7,0.2,0.0,0.8,0.9,0.475
35,5,6,8,0.0,0.0,0.5,0.8,0.325
35,5,7,8,0.8,0.5,0.6,0.9,0.7
35,5,8,3,0.8,1.0,0.8,0.9,0.9
35,6,1,2,0.6,0.0,0.8,1.0,0.6
35,7,2,6,0.6,0.0,0.8,0.9,0.575
35,8,1,11,0.8,1.0,0.8,1.0,0.9
35,8,2,4,0.9,1.0,0.8,1.0,0.925
35,8,3,11,0.2,0.0,0.8,1.0,0.5
35,8,4,2,0.8,1.0,0.8,1.0,0.85
35,8,5,4,0.9,1.0,0.8,0.9,0.9
35,8,6,11,0.8,1.0,0.8,1.0,0.9
35,8,7,4,0.9,1.0,0.8,1.0,0.925
35,9,1,12,0.9,0.8,0.7,0.9,0.825
35,9,2,3,0.0,0.0,0.8,1.0,0.45
35,9,3,6,0.6,1.0,0.8,0.9,0.825
35,9,4,6,0.6,0.0,0.8,0.9,0.575
35,9,5,12,0.9,0.8,0.7,0.9,0.825
35,9,6,7,0.9,0.8,0.6,0.9,0.8
35,10,1,3,0.9,0.8,0.7,0.9,0.825
35,10,2,4,0.9,1.0,0.8,0.9,0.9
35,11,2,7,0.6,0.0,0.8,0.9,0.575
35,11,3,2,0.6,0.0,0.8,1.0,0.6
35,11,4,2,0.2,0.0,0.8,1.0,0.5
35,13,1,9,0.2,0.0,0.8,0.9,0.475
35,14,5,7,0.8,0.0,0.8,0.9,0.625
35,14,6,7,0.6,0.0,0.8,0.9,0.575
35,15,1,3,0.2,0.0,0.8,0.9,0.475
35,15,2,2,0.4,0.0,0.8,0.9,0.525
35,16,1,1,0.9,1.0,0.8,0.9,0.9
35,16,2,1,0.9,1.0,0.8,0.9,0.9
35,17,1,1,1.0,1.0,0.6667,1.0,0.9167
35,17,2,2,0.6,0.0,0.8,0.9,0.575
35,17,3,2,0.9,1.0,0.8,1.0,0.925
35,17,4,12,0.6,0.0,0.8,0.9,0.575
35,17,5,1,1.0,1.0,0.6667,1.0,0.9167
35,17,6,2,0.6,0.0,0.8,0.9,0.575
35,17,7,2,0.9,1.0,0.8,1.0,0.925
35,17,8,12,0.6,0.0,0.8,0.9,0.575
35,18,1,7,0.6,0.0,0.8,0.9,0.575
35,18,2,7,0.6,0.0,0.8,0.9,0.575
35,18,4,7,0.2,0.0,0.8,0.9,0.475
35,18,5,13,0.0,0.0,0.5,1.0,0.375
35,18,6,13,0.9,1.0,0.8,0.9,0.85
35,19,1,3,0.9,1.0,0.8,0.9,0.9
35,19,2,8,0.2,0.0,0.8,0.9,0.475
35,19,3,8,0.4,0.0,0.8,0.9,0.525
35,19,4,3,0.9,1.0,0.8,0.9,0.9
35,19,5,8,0.2,0.0,0.8,0.9,0.475
35,19,6,8,0.4,0.0,0.8,0.9,0.525
35,20,1,3,0.2,0.0,0.8,0.9,0.475
35,20,2,1,0.8,1.0,0.8,1.0,0.85
35,21,1,3,0.5,0.0,0.75,0.9,0.5375
35,21,2,1,0.9,1.0,0.8,0.9,0.9
35,21,3,2,0.9,1.0,0.8,0.9,0.9
35,21,4,7,0.8,0.0,0.8,0.9,0.575
35,21,5,3,0.5,0.0,0.75,0.9,0.5375
35,21,6,3,0.9,1.0,0.8,0.9,0.9
35,22,1,2,0.8,0.0,0.8,1.0,0.65
35,22,2,1,0.0,0.0,0.5,1.0,0.375
35,22,3,4,0.6,0.0,0.8,0.9,0.575
35,22,4,8,0.6,0.0,0.8,0.9,0.575
35,22,5,1,0.2,0.0,0.8,1.0,0.5
35,23,1,3,0.9,0.8,0.7,0.9,0.825
