page,video_number,ground_truth_index,generated_index,relevance_score,correct_answer_matching_score,distractor_plausibility_score,clarity_and_readability_score,total_score
69,1,1,3,0.2,0.0,0.8,0.9,0.475
69,1,2,2,0.9,1.0,0.8,0.9,0.9
69,1,3,14,0.9,1.0,0.8,0.9,0.9
69,1,4,7,0.8,0.6667,0.6,0.9,0.7417
69,1,5,4,0.8,0.6,0.8,0.9,0.775
69,2,1,1,1.0,1.0,0.8,1.0,0.95
69,2,2,1,0.9,1.0,0.8,0.9,0.9
69,2,3,2,0.9,1.0,0.8,1.0,0.925
69,2,4,6,0.6,1.0,0.4,0.8,0.7
69,2,5,8,0.0,0.0,0.5,1.0,0.375
69,3,1,2,0.9,1.0,0.8,1.0,0.925
69,3,2,1,0.8,0.0,0.8,1.0,0.65
69,3,3,1,0.2,0.0,0.8,0.9,0.475
69,4,1,1,0.9,1.0,0.8,0.9,0.9
69,4,2,8,0.6,0.0,0.8,0.9,0.575
69,4,3,6,0.2,0.0,0.8,0.9,0.475
69,4,4,9,0.2,0.0,0.8,0.9,0.475
69,4,5,9,0.0,0.0,0.5,1.0,0.375
69,5,1,7,0.8,1.0,0.6,0.9,0.825
69,5,2,7,0.8,1.0,0.8,1.0,0.85
69,5,3,6,0.5,0.0,0.75,0.9,0.5375
69,5,4,8,0.6,0.8,0.8,0.9,0.775
69,5,5,7,0.2,0.0,0.8,1.0,0.5
69,6,1,5,0.0,0.0,0.5,1.0,0.375
69,6,2,7,0.9,1.0,0.8,0.9,0.9
69,6,3,1,0.8,1.0,0.6,1.0,0.85
69,6,4,4,0.6,0.0,0.8,0.9,0.575
69,6,5,5,0.8,0.8,0.6,0.9,0.775
69,7,1,1,0.9,0.8,0.7,0.9,0.825
69,7,2,1,0.6,0.0,0.8,0.9,0.575
69,7,3,5,0.5,0.0,0.75,0.9,0.5375
69,7,4,5,0.2,0.0,0.8,0.9,0.475
69,7,5,3,0.8,0.8,0.6,0.9,0.775
69,8,1,8,0.8,0.8,0.6,0.9,0.775
69,8,2,9,0.9,0.8,0.7,0.9,0.825
69,8,3,2,0.9,1.0,0.8,0.9,0.9
69,8,4,9,0.8,0.5,0.8,0.9,0.75
69,8,5,9,0.9,1.0,0.8,0.95,0.9125
