page,video_number,ground_truth_index,generated_index,relevance_score,correct_answer_matching_score,distractor_plausibility_score,clarity_and_readability_score,total_score
33,1,1,5,0.6,0.0,0.8,0.9,0.575
33,1,2,4,0.9,1.0,0.8,0.9,0.85
33,1,3,2,0.8,0.0,0.6,0.9,0.575
33,1,4,7,0.8,0.0,0.6,0.9,0.575
33,1,5,10,0.9,0.0,0.8,0.9,0.65
33,1,6,3,0.2,0.0,0.8,0.9,0.475
33,4,1,7,0.9,0.9,0.8,0.9,0.875
33,4,2,3,0.8,0.0,0.6,0.9,0.575
33,4,3,6,0.9,0.9,0.8,0.9,0.875
33,4,4,4,0.9,0.9,0.8,0.9,0.875
33,4,5,8,0.8,0.6,0.4,0.9,0.675
33,5,1,2,0.6,0.0,0.8,0.9,0.575
33,5,2,10,0.2,0.0,0.8,0.9,0.475
33,7,1,2,0.9,0.8,0.6,0.9,0.8
33,7,2,3,0.9,1.0,0.6,0.9,0.85
33,7,3,7,0.8,0.0,0.6,0.9,0.575
33,7,4,8,0.9,0.8,0.6,0.9,0.8
33,7,5,9,0.9,1.0,0.8,0.9,0.9
33,8,1,1,0.9,0.8,0.6,0.9,0.8
33,8,2,3,0.9,0.8,0.7,0.9,0.825
33,8,3,6,0.8,0.0,0.6,0.9,0.575
33,8,4,3,0.9,1.0,0.8,0.9,0.9
33,8,5,8,0.8,0.0,0.6,0.9,0.575
33,11,1,4,0.8,1.0,0.6,0.9,0.825
33,11,2,6,0.9,1.0,0.8,0.9,0.9
33,11,3,6,0.5,0.0,0.75,1.0,0.5625
33,11,4,3,0.9,1.0,0.8,0.9,0.9
33,11,5,4,0.9,1.0,0.8,0.9,0.9
33,11,6,4,0.8,0.0,0.6,0.9,0.575
33,12,1,7,0.9,0.8,0.6,0.9,0.8
33,12,2,2,0.9,0.8,0.7,0.9,0.825
33,12,3,3,0.8,0.0,0.6,0.9,0.575
33,12,4,8,0.8,0.0,0.6,0.9,0.575
33,12,5,5,0.9,0.8,0.6,0.9,0.8
33,15,1,8,0.8,0.0,0.6,0.9,0.575
33,15,2,6,0.8,0.8,0.6,0.9,0.775
33,15,3,3,0.2,0.0,0.5,1.0,0.425
33,15,4,4,0.8,0.0,0.6,0.9,0.575
33,15,5,4,0.6,0.0,0.8,1.0,0.6
33,16,1,2,0.8,0.0,0.6,0.9,0.575
33,16,2,2,0.2,0.0,0.5,0.8,0.375
33,16,3,3,0.5,0.0,0.75,1.0,0.5625
33,16,4,4,0.8,0.0,0.6,0.9,0.575
33,16,5,6,0.6,0.0,0.8,0.8,0.55
33,17,1,4,0.2,0.0,0.5,0.8,0.375
33,17,2,2,0.6,0.0,0.8,0.9,0.575
33,17,3,1,0.8,0.6667,0.5,0.9,0.7167
33,17,4,7,0.9,0.8,0.7,0.9,0.825
33,17,5,8,0.9,1.0,0.8,1.0,0.925
33,18,1,2,0.9,0.0,0.8,0.9,0.65
33,18,2,4,0.8,0.0,0.6,0.9,0.575
33,18,3,7,0.8,0.0,0.6,0.9,0.575
33,19,1,3,0.9,0.0,0.8,0.9,0.65
33,19,2,5,0.9,0.0,0.8,0.9,0.85
33,20,1,3,0.5,0.0,0.75,0.9,0.5375
33,21,1,3,0.8,0.0,0.6,0.9,0.575
33,21,2,7,0.2,0.0,0.8,0.9,0.475
33,21,3,7,0.2,0.0,0.8,0.9,0.475
33,21,4,7,0.9,0.0,0.8,0.9,0.65
33,21,5,2,0.6,0.0,0.4,0.8,0.45
33,21,6,2,0.6,0.0,0.4,0.8,0.45
33,22,1,2,0.5,0.0,0.75,0.8,0.5125
33,22,2,3,0.8,0.0,0.6,0.9,0.575
33,22,3,4,0.9,0.8,0.7,0.9,0.825
33,24,1,1,0.8,0.8,0.6,0.9,0.775
33,24,2,2,0.8,0.6667,0.75,0.9,0.7792
33,24,3,3,0.8,0.0,0.6,0.9,0.575
33,24,4,6,0.8,0.0,0.6,0.9,0.575
33,24,5,5,0.8,0.5,0.75,0.9,0.7375
