page,video_number,ground_truth_index,generated_index,relevance_score,correct_answer_matching_score,distractor_plausibility_score,clarity_and_readability_score,total_score
63,1,1,2,0.8,0.0,0.6,0.9,0.575
63,1,2,3,0.9,0.9,0.8,0.9,0.875
63,1,3,7,0.6,0.0,0.8,0.9,0.575
63,1,4,5,0.9,0.0,0.8,0.9,0.65
63,1,5,9,0.5,0.0,0.75,0.9,0.5375
63,2,1,1,0.9,0.0,0.8,0.9,0.65
63,2,2,4,0.9,0.0,0.8,0.9,0.65
63,2,3,6,0.9,0.0,0.8,0.9,0.65
63,3,1,1,0.9,0.75,0.8,0.95,0.85
63,3,2,4,0.6,0.0,0.4,0.8,0.45
63,3,3,3,0.9,1.0,0.8,0.9,0.85
63,3,4,7,0.9,0.0,0.8,0.9,0.65
63,4,1,5,0.0,0.0,0.75,1.0,0.4375
63,4,2,5,1.0,0.0,0.75,0.9,0.6625
63,4,3,5,0.0,0.0,0.75,1.0,0.4375
63,4,4,7,0.2,0.0,0.8,1.0,0.5
63,4,5,8,0.8,0.0,0.6,1.0,0.6
63,5,1,5,0.9,0.0,0.5,1.0,0.6
63,5,2,2,0.8,0.0,0.6,0.9,0.575
63,5,3,8,0.8,0.0,0.6,0.9,0.575
63,5,4,4,0.8,1.0,0.6,1.0,0.85
63,5,5,10,0.6,0.0,0.8,1.0,0.6
63,6,1,2,0.8,0.0,0.6,0.9,0.575
63,6,2,8,0.2,0.0,0.5,0.8,0.375
63,6,3,9,0.5,0.0,0.75,0.9,0.5375
63,6,4,10,0.5,0.0,0.75,0.9,0.5375
63,6,5,10,0.2,0.0,0.5,0.8,0.375
63,7,1,1,0.6,0.0,0.4,0.8,0.45
63,7,2,6,0.5,0.0,0.75,0.9,0.5375
63,7,3,7,0.8,0.0,0.6,0.9,0.575
63,7,4,10,0.2,0.0,0.5,0.8,0.375
63,7,5,9,0.2,0.0,0.5,0.8,0.375
63,8,1,2,0.9,1.0,0.8,0.9,0.9
63,9,1,1,0.9,1.0,0.8,0.9,0.9
63,9,2,5,0.8,0.8,0.6,0.9,0.775
63,9,3,9,0.9,1.0,0.8,0.9,0.9
63,9,4,8,0.9,0.0,0.8,1.0,0.925
63,10,1,10,0.2,0.0,0.8,0.9,0.475
63,10,2,4,0.9,0.8,0.7,0.9,0.825
63,10,3,1,0.2,0.5,0.75,1.0,0.6125
63,11,1,2,0.9,0.8,0.7,0.9,0.825
63,11,2,4,0.6,0.0,0.8,0.9,0.575
63,11,3,6,0.8,0.0,0.6,0.9,0.575
63,11,4,8,0.5,0.0,0.75,0.9,0.5375
63,11,5,10,0.6,0.0,0.4,0.8,0.45
63,12,1,4,0.8,0.6667,0.6,0.9,0.7417
63,13,1,3,0.0,0.0,0.5,1.0,0.375
63,13,2,4,0.5,0.0,0.25,1.0,0.4375
63,13,3,6,0.5,0.0,0.75,0.9,0.5375
63,13,4,7,0.8,0.0,0.6,0.9,0.575
63,13,5,7,0.2,0.0,0.5,0.8,0.375
63,14,1,6,0.0,0.0,0.5,0.8,0.325
63,15,1,1,0.9,1.0,0.8,0.9,0.85
63,15,2,1,0.9,0.8,0.7,0.9,0.825
63,15,3,4,0.8,0.5,0.6,0.9,0.7
63,15,4,6,0.2,0.0,0.5,0.8,0.375
63,15,5,9,0.8,0.0,0.6,0.9,0.575
63,16,1,1,0.8,0.8,0.6,0.9,0.775
63,16,2,6,0.9,1.0,0.8,0.9,0.9
63,16,3,5,0.5,0.0,0.75,0.9,0.5375
63,16,4,2,0.9,1.0,0.8,0.9,0.9
63,16,5,3,0.9,0.9,0.8,0.9,0.875
63,17,1,2,0.5,0.0,0.75,0.9,0.5375
63,17,2,3,0.5,0.0,0.75,1.0,0.5625
63,17,3,4,0.9,0.0,0.5,0.9,0.575
63,17,4,5,0.8,0.5,0.6,0.9,0.7
63,17,5,7,0.8,0.0,0.6,0.9,0.575
63,18,1,8,0.2,0.0,0.5,0.8,0.375
63,18,2,8,0.2,0.0,0.5,0.8,0.375
63,18,3,8,0.5,0.0,0.75,0.9,0.5375
63,18,4,4,0.8,0.0,0.6,0.9,0.575
63,18,5,7,0.6,0.0,0.8,0.9,0.575
63,19,1,3,0.5,0.0,0.75,0.9,0.5375
63,19,2,4,0.8,0.0,0.6,0.9,0.575
63,19,3,5,0.8,0.5,0.6,0.9,0.7
63,19,4,5,0.0,0.0,0.5,1.0,0.375
63,19,5,7,0.8,0.0,0.6,0.9,0.575
63,20,1,2,0.9,0.9,0.8,0.9,0.875
63,20,2,3,0.8,0.8,0.6,0.9,0.775
63,20,3,4,0.6,0.0,0.8,0.9,0.575
63,20,4,5,0.8,0.8,0.6,0.9,0.775
63,20,5,8,0.6,0.0,0.8,0.9,0.575
63,21,1,9,0.9,1.0,0.9,0.9,0.875
63,22,1,3,0.9,0.0,0.8,0.9,0.65
63,22,2,2,0.8,0.5,0.6,0.9,0.7
63,22,3,5,0.9,0.0,0.5,0.9,0.575
63,22,4,4,0.8,0.0,0.6,0.9,0.575
63,23,1,2,0.9,0.0,0.8,0.9,0.65
63,23,2,3,0.9,1.0,0.8,0.9,0.85
63,23,3,8,0.8,0.0,0.6,0.9,0.575
63,23,4,3,0.5,0.0,0.25,0.75,0.375
63,23,5,5,0.6,0.0,0.4,0.8,0.45
63,24,1,3,0.2,0.0,0.5,0.8,0.375
