Title,Category,Questions Average BLEU,Options Average BLEU
"Native Americans for kids: Cherokee, Apache, Navajo, Iroquois and Sioux",Anthropology,0.7813359678636598,0.1453058263244243
Why does everyone hate pigeons?,Science & Technology,0.7295996268070427,0.2888101242028946
What it's like to be a Muslim in America - Dalia Mogahed,Religion,0.7238520621702653,0.8774589867816737
Is it normal to talk to yourself?,Psychology,0.7233120167980385,0.5179707594104228
How tall can a tree grow? - Valentin Hammoudi,Science & Technology,0.7504312561055005,0.5816554088574957
Can you solve the dark matter fuel riddle? - Daniel Finkel,Literature & Language,0.734575794,0.44972182760079926
"Why should you read Toni Morrison's ""Beloved""? - Yen Pham",Literature,0.7615525436061199,0.30942498762188525
Why should you wear sunscreen?,Science & Technology,0.7459283647628927,0.35996243153667995
The surprisingly long history of electric cars - Daniel Sperling and Gil Tal,"Design, Engineering & Technology",0.6848005410134015,0.4563189009485112
Food waste causes climate change. Here's how we stop it,Science & Technology,0.7309579272813334,1
Why is meningitis so dangerous? - Melvin Sanicas,Health,0.780484582,0.4519969025365282
What is phantom traffic and why is it ruining your life? - Benjamin Seibold,"Design, Engineering & Technology",0.7437910966107406,0.4181712506444398
The race to decode a mysterious language - Susan Lupack,Linguistics,0.7098389521242415,0.340171163
What if all the ice melted on Earth?,Science & Technology,0.7155838065843498,0.6535195104505466
Why are you always tired?,Health,0.7139327642750433,0.607561249
I Like Myself - Children's books read aloud,Literature,0.7725204047866179,0.5801794358328041
How do pelicans survive their death-defying dives?,Environmental Science,0.7672576681623088,0.31886430644390845
The truth about electroconvulsive therapy (ECT) - Helen M. Farrell,Health,0.7607519711167211,0.5328493162903717
Fabulous food chains,Environmental Science,0.7508174476965429,0.4312439208816975
How An Igloo Keeps You Warm,"Design, Engineering & Technology",0.7743446610411919,0.3368267565728954
Infinity according to Jorge Luis Borges - Ilan Stavans,Health,0.6902526453215906,0.5311594791318492
The strange history of the world's most stolen painting - Noah Charney,Science & Technology,0.7612566058938576,1
"Why should you read ""The God of Small Things"" by Arundhati Roy? - Laura Wright",Literature,0.7668946973148648,0.6290694476784822
Performing brain surgery without a scalpel - Hyunsoo Joshua No,"Design, Engineering & Technology",0.6628781907722111,0.34712856611138676
How this disease changes the shape of your cells - Amber M. Yates,Health,0.6857773999052786,0.5280254266766876
The counting by fives song | Counting songs,Numbers & Operations,0.7362247192454983,0.430471948
Is binge watching bad for you?,Health,0.7089920858467431,0.45859805283819866
Meet the microscopic life in your home--- and on your face - Anne Madden,"Design, Engineering & Technology",0.7207076087523738,1
Why do we wrinkle when wet?,Health,0.6933027621325752,0.35297530085498197
3D shapes song | Shapes for kids,Geometry,0.7518480626184417,0.653613898
The most common STI in the world - Emma Bryce,Literature & Language,0.7388934320024308,0.4838235349671738
Who was the world's first author? - Soraya Field Fiorio,Literature & Language,0.778828308,0.35889274149967776
Is human evolution speeding up or slowing down? - Laurence Hurst,Science & Technology,0.7409880552700974,1
The surprising similarities between Twister and intelligence,Health,0.7367473124004926,0.4492133549883378
Where will you be able to live in 20 years? - Carol Farbotko and Ingrid Boas,Science & Technology,0.7059084784826577,0.4630476635687307
Why beavers are the smartest thing in fur pants,Science & Technology,0.7386105905420279,0.5275391944304065
The history of manners,Psychology,0.685860508,0.3714602600091236
Can you solve the multiplying rabbits riddle? - Alex Gendler,Mathematics,0.6901028942791761,1
Art with Mati and Dada ?€? Henri Matisse,Visual Arts,0.7377682474642504,0.6496011068626789
Why don't haircuts hurt?,Science & Technology,0.7358199699212716,0.017974924630997178
An Exercise in Self Compassion,Emotional Health,0.7416232799859835,0.40138880826052964
The secret language of trees - Camille Defrenne and Suzanne Simard,Health,0.7716029951122014,0.47130462251138905
The myth of the Sampo--- an infinite source of fortune and greed - Hanna-Ilona H??rm??vaara,Literature & Language,0.7482331038877769,0.47914554886505334
Can you survive nuclear fallout? - Brooke Buddemeier and Jessica S. Wieder,Science & Technology,0.6953221656980181,0.8561738821804417
The rise and fall of the Lakota Empire - Pekka H??m??l??inen,History,0.7440618951198453,0.9669904424484713
Climate change will displace millions. Here's how we prepare - Colette Pichon Battle,Science & Technology,0.7144032147061449,0.19971884410704102
Licking bees and pulping trees: The reign of a wasp queen - Kenny Coogan,Science & Technology,0.7634045442153509,0.3870274272258466
The physics of surfing - Nick Pizzo,Science & Technology,0.8081633135540134,0.3575056535901152
Why do these deadly insects look like flowers?,Science & Technology,0.7172277813187213,0.5407404126141772
Better know the Mona Lisa,Visual Arts,0.713042126,0.702888681
SH | fun phonics | how to read,Literature & Language,0.7490672439384616,0.5090213237778756
What makes neon signs glow? A 360 degree animation - Michael Lipman,"Design, Engineering & Technology",0.7203708502523914,0.7780548921458804
Prohibition: Banning alcohol was a bad idea... - Rod Phillips,Social Studies,0.7364310134600432,0.4908361701768639
How the COVID-19 vaccines were created so quickly - Kaitlyn Sadtler and Elizabeth Wayne,Health,0.7485672643372283,0.34164354350249176
The science of Flint's water crisis,Public Health,0.7284060533663475,0.36874420700026034
How bones make blood - Melody Smith,Health,0.7543067770268129,0.446684698
How soap kills the coronavirus,Public Health,0.7378730948551933,0.31221475437821444
What makes TB the world's most infectious killer? - Melvin Sanicas,Science & Technology,0.7299396681206846,0.5664496253355574
The world's ugliest animal,Environmental Science,0.7649902671754265,0.10503247948930364
Why is this painting so shocking? - Iseult Gillespie,The Arts,0.7299939254760309,0.6164788584948786
What happens when you lose a balloon?,Science & Technology,0.7492783918637731,0.4765161397876162
The quest for the perfect apple,Science & Technology,0.7196443606036759,0.48470669769562724
3 bizarre (and delightful) ancient theories about bird migration - Lucy Cooke,Literature & Language,0.7716594824074396,0.2837634258853136
Why perfect grades don't matter,Teaching & Education,0.6863143404394423,1
Can you trust your ears? (audio illusions),Health,0.7134284490789826,0.4669880792173228
Why is my leg asleep?,Health,0.7558944493828568,0.45116527681934837
Why don't we throw trash in volcanoes?,Science & Technology,0.644739784,0.38030150865286017
"Why should you read ""Moby Dick""? - Sascha Morrell",Literature & Language,0.7447292377131361,0.5374310510652757
Why do American schools have such long hours?,Teaching & Education,0.6708043494838332,0.6429098107811301
Here Comes Teacher Cat - Read aloud picture book,Literature,0.7363480215497178,0.3526514955498678
What happens when nature goes viral?,Science & Technology,0.6945660075099311,0.6098105685606533
The myth of Loki and the master builder - Alex Gendler,Literature & Language,0.7643736815076417,0.40381062389223016
How Thor got his hammer - Scott A. Mellor,Social Studies,0.7342159521211319,0.6022336021378994
Why should you read Sylvia Plath? - Iseult Gillespie,Literature & Language,0.7653770551349812,0.6572460249146024
There may be extraterrestrial life in our solar system - Augusto Carballido,Science & Technology,0.718872443,0.49141875951124997
The Princess and the Pea - Read aloud picture book,Literature,0.7862579411800998,0.44914069557681574
Can you solve the secret sauce riddle? - Alex Gendler,Problem Solving,0.7155525764861264,0.6082234736723331
The secret society of the Great Dismal Swamp - Dan Sayers,Social Studies,0.7167048041155306,0.46725574934602837
Why parrots can talk like humans,Life Sciences,0.7621355935355245,0.5785612460869198
Your brain hallucinates your conscious reality - Anil Seth,"Consciousness, Sensation and Perception",0.7086780776084661,0.36621204129910584
Why does smoke follow you around a fire?,Science & Technology,0.6538328301119611,0.41221777946371274
How to deal with rejection,Psychology,0.7264534612171494,0.3439412762529859
