page,video_number,ground_truth_index,generated_index,relevance_score,correct_answer_matching_score,distractor_plausibility_score,clarity_and_readability_score,total_score
91,1,1,3,0.8,0.0,0.8,0.9,0.6
91,2,1,1,0.9,0.0,0.8,0.9,0.65
91,2,2,2,0.9,0.8,0.7,0.9,0.825
91,2,3,5,0.9,0.0,0.6,0.9,0.6
91,2,4,7,0.8,0.0,0.6,0.9,0.575
91,2,5,10,0.8,0.0,0.6,0.9,0.575
91,3,1,2,0.6,0.0,0.8,0.9,0.575
91,3,2,9,0.8,0.8,0.6,0.9,0.775
91,3,3,7,0.9,0.9,0.8,0.9,0.875
91,3,4,6,0.0,0.0,0.5,1.0,0.375
91,3,5,6,0.0,0.0,0.5,1.0,0.375
91,4,1,3,0.8,0.6667,0.75,0.9,0.7792
91,4,2,4,0.8,0.0,0.6,0.9,0.575
91,4,3,2,0.6,0.0,0.8,1.0,0.6
91,4,4,3,0.6,0.0,0.8,0.9,0.575
91,4,5,3,0.2,0.0,0.8,0.9,0.475
91,5,1,2,0.8,0.75,0.6,0.9,0.7625
91,5,2,7,0.5,0.0,0.75,0.9,0.5375
91,5,3,6,0.6,0.0,0.8,1.0,0.6
91,5,4,8,0.9,0.8,0.7,0.9,0.825
91,5,5,6,0.2,0.0,0.5,0.8,0.375
91,5,6,3,0.8,0.5,0.6,0.9,0.7
91,6,1,4,0.8,0.0,0.6,0.9,0.575
91,6,2,4,0.5,0.0,0.75,1.0,0.5625
91,6,3,4,0.8,0.0,0.6,0.9,0.575
91,6,4,6,0.9,0.9,0.8,0.9,0.875
91,6,5,3,0.6,0.0,0.2,0.8,0.4
91,7,1,1,0.9,0.8,0.7,0.9,0.825
91,7,2,7,0.8,0.8,0.6,0.9,0.775
91,7,3,2,0.2,0.0,0.5,0.8,0.375
91,7,4,2,0.8,0.0,0.6,0.9,0.575
91,7,5,4,0.9,0.8,0.6,0.9,0.8
91,8,1,4,0.8,0.5,0.6,0.9,0.7
91,8,2,5,0.8,0.0,0.6,0.9,0.575
91,8,3,5,0.8,0.0,0.6,0.9,0.575
91,8,4,2,0.9,1.0,0.8,0.9,0.9
91,8,5,6,0.9,1.0,0.8,0.9,0.9
91,9,1,1,0.9,0.0,0.8,0.9,0.65
91,9,2,2,0.9,0.9,0.8,0.9,0.875
91,9,3,3,0.2,0.0,0.8,0.9,0.475
91,9,4,4,0.6,0.5,0.8,0.9,0.7
91,9,5,7,0.6,0.0,0.8,0.9,0.575
91,10,1,1,0.8,0.0,0.6,0.9,0.575
91,10,2,6,1.0,1.0,0.75,1.0,0.9375
91,10,3,3,0.9,0.0,0.8,0.9,0.65
91,10,4,6,0.8,0.0,0.6,0.9,0.575
91,10,5,7,0.6,0.0,0.8,0.9,0.575
91,11,1,1,0.8,0.8,0.6,0.9,0.775
91,11,2,5,0.0,0.0,0.5,1.0,0.375
91,11,3,2,0.2,0.0,0.5,0.8,0.375
91,11,4,9,0.0,0.0,0.5,1.0,0.375
91,11,5,6,0.8,0.8,0.6,0.9,0.775
91,12,1,1,0.9,0.8,0.7,0.9,0.825
91,12,2,2,0.9,0.8,0.6,0.9,0.8
91,12,3,5,0.8,0.8,0.6,0.9,0.775
91,12,4,6,0.8,0.0,0.6,0.9,0.575
91,12,5,7,0.9,0.9,0.8,0.9,0.875
91,13,2,4,0.9,0.0,0.8,0.9,0.65
91,13,3,6,0.9,0.75,0.6,0.95,0.8
91,13,4,5,0.9,0.0,0.6,0.9,0.6
91,13,5,9,0.8,0.0,0.6,0.9,0.575
